bus_100011,bus_100221,bus_100251,bus_100331,bus_100351,bus_100931,bus_102281,bus_103441,bus_105251,bus_105581,bus_105701,bus_106001,bus_106771,bus_107501,bus_110161,bus_130001,bus_131751,bus_133661,bus_134201,bus_134461,bus_135041,bus_200001,bus_200071,bus_200261,bus_201361,bus_204901,bus_211211,bus_211651,bus_216471,bus_230171,bus_230541,bus_230601,bus_232301,bus_232631,bus_233771,bus_251601,bus_252891,bus_253751,bus_253851,bus_254001,bus_254031,bus_254391,bus_255951,bus_255981,bus_256181,bus_256751,bus_257141,bus_257301,bus_258301,bus_261001,bus_261161,bus_261331,bus_262011,bus_280781,bus_280991,bus_281221,bus_283651,bus_284011,bus_284741,bus_285491,bus_286671,bus_300011,bus_301441,bus_301461,bus_301721,bus_301741,bus_302051,bus_302071,bus_302201,bus_302211,bus_303741,bus_400011,bus_400031,bus_400041,bus_400061,bus_400071,bus_400081,bus_400501,bus_401601,bus_401621,bus_401681,bus_401691,bus_402791,bus_402811,bus_403671,bus_403691,bus_403911,bus_405951,bus_406021,bus_406911,bus_407871,bus_408441,bus_408811,bus_409611,bus_409941,bus_500001,bus_500071,bus_500241,bus_500991,bus_501961,bus_503161,bus_530001,bus_530021,bus_530121,bus_532171,bus_600001,bus_600031,bus_601941,bus_605141,bus_605771,bus_606631,bus_700001,bus_700161,bus_700631,bus_701551,bus_701721,bus_740011,bus_740531,bus_741041,bus_741321,bus_742351,bus_770011,bus_771731,bus_772611,bus_800071
0.0,0.0,0.0,51.4821,0.0,1261.2745000000004,265.5528,0.0,0.0,41.8605,7.5744,0.0,63.3879,740.6402999999999,1123.5334,19.1998,0.0,94.7376,0.0,504.4296,2877.3447000000006,0.0,69.19200000000001,209.21510000000004,402.2199000000001,0.0,0.0,0.0,0.0,0.0,30.783,143.86559999999997,0.0,0.0,0.0,0.0,5.8672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3044,0.0,0.0,0.0,0.0,0.0,0.0,17.094499999999996,0.0,0.0,0.0,0.0,0.0,0.0,274.0573,0.0,0.0,0.0,0.0,16.6577,25.747100000000003,0.0,67.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848,0.0,0.0,0.0,0.0,0.0,203.1516,0.0,0.0,0.0,0.0,0.0,18.1486,0.0,0.0,45.48590000000001,40.3011,0.0,0.0,0.0,0.0,2.8933,42.766000000000005,7.3839,0.0,0.0,0.0,49.842600000000004,2.0835999999999997,15.3048,0.0,0.0,51.0155,39.578900000000004,30.966,75.8033,490.8938,52.644999999999996,0.0,0.0,0.002
0.0,0.0,0.0,51.4821,0.0,1261.2745000000004,265.5528,0.0,0.0,41.8605,7.5744,0.0,63.3879,740.6402999999999,1123.5334,19.1998,0.0,94.7376,0.0,504.4296,2877.3447000000006,0.0,69.19200000000001,209.21510000000004,402.2199000000001,0.0,0.0,0.0,0.0,0.0,30.783,143.86559999999997,0.0,0.0,0.0,0.0,5.8672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3044,0.0,0.0,0.0,0.0,0.0,0.0,17.094499999999996,0.0,0.0,0.0,0.0,0.0,0.0,274.0573,0.0,0.0,0.0,0.0,16.6577,25.747100000000003,0.0,67.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848,0.0,0.0,0.0,0.0,0.0,203.1516,0.0,0.0,0.0,0.0,0.0,18.1486,0.0,0.0,45.48590000000001,40.3011,0.0,0.0,0.0,0.0,2.8933,42.766000000000005,7.3839,0.0,0.0,0.0,49.842600000000004,2.0835999999999997,15.3048,0.0,0.0,51.0155,39.578900000000004,30.966,75.8033,490.8938,52.644999999999996,0.0,0.0,0.002
0.0,0.0,0.0,51.4821,0.0,1261.2745000000004,265.5528,0.0,0.0,41.8605,7.5744,0.0,63.3879,740.6402999999999,1123.5334,19.1998,0.0,94.7376,0.0,504.4296,2877.3447000000006,0.0,69.19200000000001,209.21510000000004,402.2199000000001,0.0,0.0,0.0,0.0,0.0,30.783,143.86559999999997,0.0,0.0,0.0,0.0,5.8672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3044,0.0,0.0,0.0,0.0,0.0,0.0,17.094499999999996,0.0,0.0,0.0,0.0,0.0,0.0,274.0573,0.0,0.0,0.0,0.0,16.6577,25.747100000000003,0.0,67.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848,0.0,0.0,0.0,0.0,0.0,203.1516,0.0,0.0,0.0,0.0,0.0,18.1486,0.0,0.0,45.48590000000001,40.3011,0.0,0.0,0.0,0.0,2.8933,42.766000000000005,7.3839,0.0,0.0,0.0,49.842600000000004,2.0835999999999997,15.3048,0.0,0.0,51.0155,39.578900000000004,30.966,75.8033,490.8938,52.644999999999996,0.0,0.0,0.002
0.0,0.0,0.0,51.4821,0.0,1261.2745000000004,265.5528,0.0,0.0,41.8605,7.5744,0.0,63.3879,740.6402999999999,1123.5334,19.1998,0.0,94.7376,0.0,504.4296,2877.3447000000006,0.0,69.19200000000001,209.21510000000004,402.2199000000001,0.0,0.0,0.0,0.0,0.0,30.783,143.86559999999997,0.0,0.0,0.0,0.0,5.8672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3044,0.0,0.0,0.0,0.0,0.0,0.0,17.094499999999996,0.0,0.0,0.0,0.0,0.0,0.0,274.0573,0.0,0.0,0.0,0.0,16.6577,25.747100000000003,0.0,67.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848,0.0,0.0,0.0,0.0,0.0,203.1516,0.0,0.0,0.0,0.0,0.0,18.1486,0.0,0.0,45.48590000000001,40.3011,0.0,0.0,0.0,0.0,2.8933,42.766000000000005,7.3839,0.0,0.0,0.0,49.842600000000004,2.0835999999999997,15.3048,0.0,0.0,51.0155,39.578900000000004,30.966,75.8033,490.8938,52.644999999999996,0.0,0.0,0.002
0.0,0.0,0.0,51.4821,0.0,1261.2745000000004,265.5528,0.0,0.0,41.8605,7.5744,0.0,63.3879,740.6402999999999,1123.5334,19.1998,0.0,94.7376,0.0,504.4296,2877.3447000000006,0.0,69.19200000000001,209.21510000000004,402.2199000000001,0.0,0.0,0.0,0.0,0.0,30.783,143.86559999999997,0.0,0.0,0.0,0.0,5.8672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3044,0.0,0.0,0.0,0.0,0.0,0.0,17.094499999999996,0.0,0.0,0.0,0.0,0.0,0.0,274.0573,0.0,0.0,0.0,0.0,16.6577,25.747100000000003,0.0,67.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848,0.0,0.0,0.0,0.0,0.0,203.1516,0.0,0.0,0.0,0.0,0.0,18.1486,0.0,0.0,45.48590000000001,40.3011,0.0,0.0,0.0,0.0,2.8933,42.766000000000005,7.3839,0.0,0.0,0.0,49.842600000000004,2.0835999999999997,15.3048,0.0,0.0,51.0155,39.578900000000004,30.966,75.8033,490.8938,52.644999999999996,0.0,0.0,0.002
0.0,0.0,0.0,51.4821,0.0,1261.2745000000004,265.5528,0.0,0.0,41.8605,7.5744,0.0,63.3879,740.6402999999999,1123.5334,19.1998,0.0,94.7376,0.0,504.4296,2877.3447000000006,0.0,69.19200000000001,209.21510000000004,402.2199000000001,0.0,0.0,0.0,0.0,0.0,30.783,143.86559999999997,0.0,0.0,0.0,0.0,5.8672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3044,0.0,0.0,0.0,0.0,0.0,0.0,17.094499999999996,0.0,0.0,0.0,0.0,0.0,0.0,274.0573,0.0,0.0,0.0,0.0,16.6577,25.747100000000003,0.0,67.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848,0.0,0.0,0.0,0.0,0.0,203.1516,0.0,0.0,0.0,0.0,0.0,18.1486,0.0,0.0,45.48590000000001,40.3011,0.0,0.0,0.0,0.0,2.8933,42.766000000000005,7.3839,0.0,0.0,0.0,49.842600000000004,2.0835999999999997,15.3048,0.0,0.0,51.0155,39.578900000000004,30.966,75.8033,490.8938,52.644999999999996,0.0,0.0,0.002
0.0,0.0,0.0,51.4821,0.0,1261.2745000000004,265.5528,0.0,0.0,41.8605,7.5744,0.0,63.3879,740.6402999999999,1123.5334,19.1998,0.0,94.7376,0.0,504.4296,2877.3447000000006,0.0,69.19200000000001,209.21510000000004,402.2199000000001,0.0,0.0,0.0,0.0,0.0,30.783,143.86559999999997,0.0,0.0,0.0,0.0,5.8672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3044,0.0,0.0,0.0,0.0,0.0,0.0,17.094499999999996,0.0,0.0,0.0,0.0,0.0,0.0,274.0573,0.0,0.0,0.0,0.0,16.6577,25.747100000000003,0.0,67.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848,0.0,0.0,0.0,0.0,0.0,203.1516,0.0,0.0,0.0,0.0,0.0,18.1486,0.0,0.0,45.48590000000001,40.3011,0.0,0.0,0.0,0.0,2.8933,42.766000000000005,7.3839,0.0,0.0,0.0,49.842600000000004,2.0835999999999997,15.3048,0.0,0.0,51.0155,39.578900000000004,30.966,75.8033,490.8938,52.644999999999996,0.0,0.0,0.002
0.0,0.0,0.0,44.1743,0.0,1013.1167000000003,229.0366,0.0,0.0,40.8236,8.0334,0.0,77.3717,722.2962999999999,1142.1707000000001,12.0315,0.0,64.1121,0.0,590.089,3051.8494999999994,0.0,35.2577,161.43359999999998,316.97559999999993,0.0,0.0,0.0,0.0,0.0,29.6624,142.1708,0.0,0.0,0.0,0.0,7.3829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6706000000000003,0.0,0.0,0.0,0.0,0.0,0.0,14.8074,0.0,0.0,0.0,0.0,0.0,0.0,279.7506,0.0,0.0,0.0,0.0,17.0472,26.2821,0.0,69.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1122,0.0,0.0,0.0,0.0,0.0,378.6473,0.0,0.0,0.0,0.0,0.0,18.5486,0.0,0.0,46.7776,40.9193,0.0,0.0,0.0,0.0,3.1318,45.47620000000001,7.4982999999999995,0.0,0.0,0.0,50.9413,2.0835999999999997,14.9475,0.0,0.0,56.338300000000004,48.0789,31.6485,70.2178,599.1876,51.5286,0.0,0.0,0.002
0.0,0.0,0.0,44.1743,0.0,1013.1167000000003,229.0366,0.0,0.0,40.8236,8.0334,0.0,77.3717,722.2962999999999,1142.1707000000001,12.0315,0.0,64.1121,0.0,590.089,3051.8494999999994,0.0,35.2577,161.43359999999998,316.97559999999993,0.0,0.0,0.0,0.0,0.0,29.6624,142.1708,0.0,0.0,0.0,0.0,7.3829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6706000000000003,0.0,0.0,0.0,0.0,0.0,0.0,14.8074,0.0,0.0,0.0,0.0,0.0,0.0,279.7506,0.0,0.0,0.0,0.0,17.0472,26.2821,0.0,69.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1122,0.0,0.0,0.0,0.0,0.0,378.6473,0.0,0.0,0.0,0.0,0.0,18.5486,0.0,0.0,46.7776,40.9193,0.0,0.0,0.0,0.0,3.1318,45.47620000000001,7.4982999999999995,0.0,0.0,0.0,50.9413,2.0835999999999997,14.9475,0.0,0.0,56.338300000000004,48.0789,31.6485,70.2178,599.1876,51.5286,0.0,0.0,0.002
0.0,0.0,0.0,44.1743,0.0,1013.1167000000003,229.0366,0.0,0.0,40.8236,8.0334,0.0,77.3717,722.2962999999999,1142.1707000000001,12.0315,0.0,64.1121,0.0,590.089,3051.8494999999994,0.0,35.2577,161.43359999999998,316.97559999999993,0.0,0.0,0.0,0.0,0.0,29.6624,142.1708,0.0,0.0,0.0,0.0,7.3829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6706000000000003,0.0,0.0,0.0,0.0,0.0,0.0,14.8074,0.0,0.0,0.0,0.0,0.0,0.0,279.7506,0.0,0.0,0.0,0.0,17.0472,26.2821,0.0,69.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1122,0.0,0.0,0.0,0.0,0.0,378.6473,0.0,0.0,0.0,0.0,0.0,18.5486,0.0,0.0,46.7776,40.9193,0.0,0.0,0.0,0.0,3.1318,45.47620000000001,7.4982999999999995,0.0,0.0,0.0,50.9413,2.0835999999999997,14.9475,0.0,0.0,56.338300000000004,48.0789,31.6485,70.2178,599.1876,51.5286,0.0,0.0,0.002
