Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
ID_58435-105588,211211,BIO,4.4,1.51,13.5
ID_58436-105589,230601,BIO,4.4,1.51,13.5
ID_58437-105590,230541,BIO,4.4,1.51,13.5
ID_58472-105602,230601,BIO,22.5,7.71,13.5
ID_58593-105626,201361,NG (Natural Gas),2.9,1.28,8.037
ID_58593-105627,201361,OIL,1.0,0.35,9.96
ID_58607-105629,211211,NG (Natural Gas),1.5,0.66,8.037
ID_58619-105635,211211,NG (Natural Gas),1.0,0.44,8.037
ID_58699-105644,252891,BIO,2.0,0.69,13.5
ID_58914-105671,286671,NG (Natural Gas),16.4,7.24,8.037
ID_58960-105677,211211,BIO,4.4,1.51,13.5
ID_58971-105679,230601,BIO,3.3,1.13,13.5
ID_58978-105681,230541,BIO,1.5,0.51,13.5
ID_59074-105691,211211,OIL,65.1,22.86,9.96
ID_59447-105786,230601,BIO,1.0,0.34,13.5
ID_59456-105787,285491,NG (Natural Gas),9.2,4.06,8.037
ID_59457-105788,285491,NG (Natural Gas),4.6,2.03,8.037
ID_59458-105789,285491,NG (Natural Gas),4.6,2.03,8.037
ID_59658-105807,201361,BIO,30.2,10.35,13.5
ID_60100-105873,230601,BIO,11.5,3.94,13.5
ID_6013-105874,256181,NG (Natural Gas),109.7,48.45,8.037
ID_60220-105876,211211,BIO,1.6,0.55,13.5
ID_60249-105877,211211,BIO,1.2,0.41,13.5
ID_60571-105881,285491,BIO,1.6,0.55,13.5
ID_6060-105882,286671,NG (Natural Gas),92.4,40.81,8.037
ID_6211-105886,211211,OIL,223.5,78.49,9.96
ID_6518-105892,300011,OIL,15.0,5.27,9.96
ID_6704-105899,253751,OIL,11.6,4.07,9.96
ID_7231-105910,211211,NG (Natural Gas),64.6,28.53,8.037
ID_7232-105911,211211,NG (Natural Gas),7.8,3.45,8.037
ID_7266-105912,230601,NG (Natural Gas),98.2,43.37,8.037
ID_7266-105913,230601,NG (Natural Gas),100.8,44.52,8.037
ID_7307-105914,200261,NG (Natural Gas),109.3,48.28,8.037
ID_7307-105915,200261,NG (Natural Gas),73.8,32.6,8.037
ID_7315-105916,230601,NG (Natural Gas),223.5,98.72,8.037
ID_7368-105918,211211,GEO,110.0,12.07,9.54
ID_7369-105919,211211,GEO,110.0,12.07,9.54
ID_7436-105920,255981,OIL,30.0,10.54,9.96
ID_7449-105921,230601,NG (Natural Gas),50.0,22.08,8.037
ID_7450-105923,211211,NG (Natural Gas),54.8,24.21,8.037
ID_7451-105924,230541,NG (Natural Gas),27.4,12.1,8.037
ID_7452-105925,201361,NG (Natural Gas),54.8,24.21,8.037
ID_7527-105981,230601,NG (Natural Gas),71.5,31.58,8.037
ID_7527-105982,230601,NG (Natural Gas),54.0,23.85,8.037
ID_7551-105983,201361,NG (Natural Gas),149.4,65.99,8.037
ID_7551-105984,201361,NG (Natural Gas),44.0,19.43,8.037
ID_7552-105985,201361,NG (Natural Gas),173.9,76.81,8.037
ID_7693-105987,280991,NG (Natural Gas),49.2,21.73,8.037
ID_7824-105989,286671,NG (Natural Gas),24.9,11.0,8.037
ID_7824-105990,286671,OIL,24.9,8.74,9.96
ID_7987-105994,256181,NG (Natural Gas),60.5,26.72,8.037
ID_8076-105995,258301,NG (Natural Gas),58.0,25.62,8.037
ID_902-105998,211211,GEO,55.0,6.03,9.54
ID_10003-106000,601941,NG (Natural Gas),35.0,15.46,8.037
ID_10180-106002,601941,BIO,15.0,5.14,13.5
ID_10682-106007,601941,NG (Natural Gas),273.4,120.76,8.037
ID_10682-106008,601941,NG (Natural Gas),23.8,10.51,8.037
ID_10755-106009,600031,NG (Natural Gas),84.0,37.1,8.037
ID_460-106010,403671,OIL,10.0,3.51,9.96
ID_464-106011,530021,NG (Natural Gas),53.2,23.5,8.037
ID_469-106013,601941,BIT (Bituminous Coal),380.8,171.97,9.75
ID_469-106014,601941,NG (Natural Gas),625.6,276.33,8.037
ID_470-106015,403671,BIT (Bituminous Coal),1635.3,738.5,9.75
ID_477-106017,601941,BIT (Bituminous Coal),191.7,86.57,9.75
ID_477-106018,601941,BIT (Bituminous Coal),191.7,86.57,9.75
ID_477-106019,601941,NG (Natural Gas),59.3,26.19,8.037
ID_491-106020,530021,OIL,1.5,0.53,9.96
ID_492-106021,601941,BIT (Bituminous Coal),50.0,22.58,9.75
ID_492-106022,601941,BIT (Bituminous Coal),257.0,116.06,9.75
ID_493-106023,601941,NG (Natural Gas),59.6,26.33,8.037
ID_50707-106029,601941,NG (Natural Gas),396.9,175.31,8.037
ID_50709-106030,601941,NG (Natural Gas),37.0,16.34,8.037
ID_508-106031,601941,BIT (Bituminous Coal),43.5,19.64,9.75
ID_511-106032,605771,BIT (Bituminous Coal),3.7,1.67,9.75
ID_511-106033,605771,BIT (Bituminous Coal),3.7,1.67,9.75
ID_511-106034,605771,NG (Natural Gas),3.8,1.68,8.037
ID_511-106035,605771,OIL,5.4,1.9,9.96
ID_525-106046,600031,BIT (Bituminous Coal),465.4,210.17,9.75
ID_527-106047,600031,BIT (Bituminous Coal),113.8,51.39,9.75
ID_54372-106049,601941,NG (Natural Gas),33.0,14.58,8.037
ID_54630-106050,600031,NG (Natural Gas),6.4,2.83,8.037
ID_54630-106051,600031,OIL,3.2,1.12,9.96
ID_55127-106055,601941,NG (Natural Gas),300.0,132.51,8.037
ID_55200-106056,601941,NG (Natural Gas),194.0,85.69,8.037
ID_55207-106073,601941,NG (Natural Gas),142.2,62.81,8.037
ID_55283-106074,601941,NG (Natural Gas),541.0,238.96,8.037
ID_55453-106075,601941,NG (Natural Gas),228.0,100.71,8.037
ID_55504-106076,601941,NG (Natural Gas),154.2,68.11,8.037
ID_55505-106077,601941,NG (Natural Gas),154.2,68.11,8.037
ID_55645-106078,601941,NG (Natural Gas),397.8,175.71,8.037
ID_55650-106079,601941,NG (Natural Gas),114.0,50.35,8.037
ID_55835-106113,601941,NG (Natural Gas),685.1,302.61,8.037
ID_56445-106531,601941,NG (Natural Gas),394.0,174.03,8.037
ID_56516-106583,601941,NG (Natural Gas),117.6,51.94,8.037
ID_56530-106584,601941,BIO,3.2,1.1,13.5
ID_56998-106854,601941,NG (Natural Gas),200.0,88.34,8.037
ID_56998-106855,601941,NG (Natural Gas),200.0,88.34,8.037
ID_58081-107319,601941,BIT (Bituminous Coal),3.0,1.35,9.75
ID_58574-107576,600031,BIO,11.3,3.87,13.5
ID_59143-107734,601941,BIO,3.2,1.1,13.5
ID_6021-107978,600031,BIT (Bituminous Coal),1427.6,644.7,9.75
ID_6112-107981,601941,NG (Natural Gas),867.9,383.35,8.037
ID_6112-107982,601941,NG (Natural Gas),280.6,123.94,8.037
ID_6248-107986,601941,BIT (Bituminous Coal),552.3,249.42,9.75
ID_6516-107987,601941,OIL,10.0,3.51,9.96
ID_6619-107988,601941,OIL,129.4,45.45,9.96
ID_6761-107989,601941,BIT (Bituminous Coal),293.6,132.59,9.75
ID_6761-107990,601941,NG (Natural Gas),506.8,223.85,8.037
ID_7995-107995,601941,OIL,10.0,3.51,9.96
ID_8067-107996,601941,NG (Natural Gas),100.8,44.52,8.037
ID_8100-107997,601941,OIL,2.7,0.95,9.96
ID_8219-107998,601941,BIT (Bituminous Coal),207.0,93.48,9.75
ID_8219-107999,601941,NG (Natural Gas),75.6,33.39,8.037
ID_10504-1012249,501961,BIT (Bituminous Coal),10.2,4.61,9.75
ID_50099-1012258,134461,BIO,6.2,2.12,13.5
ID_50637-1012260,134461,BIO,93.8,32.15,13.5
ID_50637-1012261,134461,NG (Natural Gas),20.0,8.83,8.037
ID_54578-1012275,741041,NG (Natural Gas),10.4,4.59,8.037
ID_54579-1012276,501961,NG (Natural Gas),10.4,4.59,8.037
ID_54690-1012279,134461,BIT (Bituminous Coal),8.7,3.93,9.75
ID_55090-1012283,106771,BIO,6.2,2.12,13.5
ID_55179-1012284,106771,NG (Natural Gas),301.5,133.17,8.037
ID_55733-1012285,741041,NG (Natural Gas),172.8,76.33,8.037
ID_56317-1012336,501961,GEO,18.0,1.97,9.54
ID_57028-1012453,134461,NG (Natural Gas),318.5,140.68,8.037
ID_57343-1012581,501961,BIO,2.2,0.75,13.5
ID_57344-1012582,501961,BIO,2.4,0.82,13.5
ID_57345-1012583,700001,BIO,1.8,0.62,13.5
ID_57393-1012584,741041,BIO,1.6,0.55,13.5
ID_57425-1012585,501961,BIO,4.5,1.54,13.5
ID_57861-1012722,740011,BIO,3.0,1.03,13.5
ID_57902-1012755,106771,BIO,3.2,1.1,13.5
ID_58142-1012832,501961,BIO,3.2,1.1,13.5
ID_58967-1012834,501961,BIO,2.4,0.82,13.5
ID_58968-1012835,741041,BIO,4.5,1.54,13.5
ID_58969-1012836,741041,BIO,1.6,0.55,13.5
ID_58970-1012837,501961,BIO,3.3,1.13,13.5
ID_59496-1012838,700001,NG (Natural Gas),5.6,2.47,8.037
ID_59529-1012839,501961,BIO,1.6,0.55,13.5
ID_7456-1012849,106771,NG (Natural Gas),166.4,73.5,8.037
ID_7953-1012851,740011,NG (Natural Gas),270.9,119.66,8.037
ID_817-1012860,770011,OIL,5.0,1.76,9.96
ID_108-1016569,601941,BIT (Bituminous Coal),348.7,157.47,9.75
ID_1224-1016570,601941,OIL,4.0,1.4,9.96
ID_1225-1016571,601941,NG (Natural Gas),16.0,7.07,8.037
ID_1272-1016604,601941,OIL,17.2,6.04,9.96
ID_1280-1016609,601941,NG (Natural Gas),18.0,7.95,8.037
ID_1280-1016610,601941,OIL,0.7,0.25,9.96
ID_1321-1016649,601941,OIL,5.9,2.07,9.96
ID_1324-1016651,601941,NG (Natural Gas),3.0,1.33,8.037
ID_1336-1016660,601941,NG (Natural Gas),158.4,69.97,8.037
ID_1336-1016661,601941,NG (Natural Gas),97.9,43.24,8.037
ID_58193-1018257,601941,NG (Natural Gas),2.0,0.88,8.037
ID_58255-1018258,601941,NG (Natural Gas),120.0,53.0,8.037
ID_59045-1018528,601941,NG (Natural Gas),27.6,12.19,8.037
ID_6579-1018719,601941,NG (Natural Gas),1.2,0.53,8.037
ID_6579-1018720,601941,OIL,5.3,1.86,9.96
ID_7393-1018729,601941,NG (Natural Gas),4.4,1.94,8.037
ID_10784-1023664,770011,BIT (Bituminous Coal),46.1,20.82,9.75
ID_2177-1023666,770011,NG (Natural Gas),23.3,10.29,8.037
ID_50931-1023680,770011,OIL,68.0,23.88,9.96
ID_55749-1023682,770011,BIT (Bituminous Coal),115.7,52.25,9.75
ID_55866-1023683,741321,NG (Natural Gas),54.9,24.25,8.037
ID_56496-1023774,770011,NG (Natural Gas),1.6,0.71,8.037
ID_56908-1023803,770011,NG (Natural Gas),203.1,89.71,8.037
ID_58523-1024118,742351,BIO,3.8,1.3,13.5
ID_6076-1024138,770011,BIT (Bituminous Coal),2272.0,1026.04,9.75
ID_2230-1025848,601941,OIL,1.3,0.46,9.96
ID_2248-1025866,601941,NG (Natural Gas),9.6,4.24,8.037
ID_2302-1025893,601941,NG (Natural Gas),7.5,3.31,8.037
ID_2302-1025894,601941,OIL,0.8,0.28,9.96
ID_57937-1026177,601941,BIT (Bituminous Coal),5.0,2.26,9.75
ID_10339-1026796,403671,BIO,2.2,0.75,13.5
ID_10339-1026797,403671,NG (Natural Gas),4.4,1.94,8.037
ID_2442-1026798,600031,BIT (Bituminous Coal),1636.2,738.91,9.75
ID_2444-1026799,800071,NG (Natural Gas),106.0,46.82,8.037
ID_2444-1026800,800071,NG (Natural Gas),266.5,117.71,8.037
ID_2450-1026803,403671,NG (Natural Gas),154.0,68.02,8.037
ID_2451-1026804,600031,BIT (Bituminous Coal),924.0,417.28,9.75
ID_2451-1026805,600031,BIT (Bituminous Coal),1848.0,834.56,9.75
ID_2475-1026810,403671,NG (Natural Gas),45.0,19.88,8.037
ID_50906-1026811,403671,NG (Natural Gas),13.7,6.05,8.037
ID_50906-1026812,403671,NG (Natural Gas),1.1,0.49,8.037
ID_50997-1026813,403671,NG (Natural Gas),6.0,2.65,8.037
ID_54667-1026814,800071,NG (Natural Gas),54.0,23.85,8.037
ID_54734-1026815,800071,OIL,45.4,15.94,9.96
ID_54814-1026816,600001,NG (Natural Gas),121.6,53.71,8.037
ID_54975-1026817,800071,NG (Natural Gas),4.7,2.08,8.037
ID_55039-1026818,403671,NG (Natural Gas),150.0,66.26,8.037
ID_55210-1026819,800071,NG (Natural Gas),287.0,126.77,8.037
ID_55312-1026820,800071,OIL,2.4,0.84,9.96
ID_55343-1026821,800071,NG (Natural Gas),650.0,287.1,8.037
ID_55802-1026822,530121,NG (Natural Gas),159.5,70.45,8.037
ID_55977-1026823,406911,NG (Natural Gas),67.0,29.59,8.037
ID_57476-1027273,600001,OIL,2.0,0.7,9.96
ID_58284-1027333,530121,NG (Natural Gas),42.3,18.68,8.037
ID_58629-1027354,800071,GEO,4.0,0.44,9.54
ID_7967-1027506,800071,NG (Natural Gas),88.0,38.87,8.037
ID_7975-1027507,800071,NG (Natural Gas),186.0,82.16,8.037
ID_10018-1027508,300011,GEO,26.0,2.85,9.54
ID_10287-1027509,740011,GEO,20.6,2.26,9.54
ID_10761-1027510,301461,NG (Natural Gas),358.9,158.53,8.037
ID_2322-1027512,302201,NG (Natural Gas),578.8,255.66,8.037
ID_2322-1027513,302201,NG (Natural Gas),796.8,351.95,8.037
ID_2324-1027514,301461,BIT (Bituminous Coal),294.8,133.13,9.75
ID_2324-1027515,301461,BIT (Bituminous Coal),294.8,133.13,9.75
ID_2330-1027516,300011,NG (Natural Gas),230.0,101.59,8.037
ID_2336-1027517,300011,NG (Natural Gas),743.1,328.23,8.037
ID_2336-1027518,300011,NG (Natural Gas),170.0,75.09,8.037
ID_2336-1027519,300011,NG (Natural Gas),119.8,52.92,8.037
ID_50654-1027521,300011,GEO,20.1,2.2,9.54
ID_50763-1027522,300011,GEO,8.4,0.92,9.54
ID_50765-1027523,300011,GEO,47.2,5.18,9.54
ID_52015-1027525,300011,GEO,60.5,6.64,9.54
ID_52138-1027526,300011,GEO,2.4,0.26,9.54
ID_52174-1027527,300011,GEO,26.1,2.86,9.54
ID_54271-1027528,302071,NG (Natural Gas),127.2,56.18,8.037
ID_54349-1027529,302051,NG (Natural Gas),96.3,42.54,8.037
ID_54350-1027530,302211,NG (Natural Gas),96.3,42.54,8.037
ID_54665-1027531,300011,GEO,18.2,2.0,9.54
ID_54666-1027532,300011,GEO,18.2,2.0,9.54
ID_54854-1027533,302201,NG (Natural Gas),222.0,98.06,8.037
ID_55077-1027534,302071,NG (Natural Gas),536.0,236.75,8.037
ID_55322-1027535,303741,NG (Natural Gas),1465.6,647.36,8.037
ID_55494-1027536,300011,NG (Natural Gas),252.0,111.31,8.037
ID_55514-1027537,301461,NG (Natural Gas),600.6,265.29,8.037
ID_55687-1027538,302201,NG (Natural Gas),688.4,304.07,8.037
ID_55841-1027539,301461,NG (Natural Gas),664.7,293.6,8.037
ID_55988-1027540,300011,GEO,5.4,0.59,9.54
ID_55991-1027541,300011,GEO,32.9,3.61,9.54
ID_56224-1027542,740011,BIT (Bituminous Coal),242.0,109.29,9.75
ID_56321-1027543,300011,GEO,30.0,3.29,9.54
ID_56540-1027546,300011,GEO,13.5,1.48,9.54
ID_56541-1027547,300011,GEO,30.0,3.29,9.54
ID_56982-1027550,300011,GEO,63.9,7.01,9.54
ID_57166-1027551,300011,BIO,3.2,1.1,13.5
ID_57213-1027619,300011,GEO,23.6,2.59,9.54
ID_57348-1027621,301441,NG (Natural Gas),8.6,3.8,8.037
ID_57376-1027622,300011,GEO,23.5,2.58,9.54
ID_57446-1027624,300011,GEO,100.0,10.97,9.54
ID_57451-1027625,741041,GEO,24.0,2.63,9.54
ID_57456-1027626,300011,GEO,11.8,1.29,9.54
ID_57684-1027627,232631,NG (Natural Gas),7.5,3.31,8.037
ID_58319-1027629,300011,GEO,48.0,5.27,9.54
ID_58533-1027633,300011,GEO,22.5,2.47,9.54
ID_60419-1027641,300011,GEO,25.0,2.74,9.54
ID_6510-1027642,300011,OIL,6.0,2.11,9.96
ID_7082-1027647,301461,NG (Natural Gas),558.5,246.69,8.037
ID_7082-1027648,301461,NG (Natural Gas),186.5,82.38,8.037
ID_8224-1027649,300011,BIT (Bituminous Coal),567.0,256.06,9.75
ID_10869-1032215,133661,BIO,40.0,13.71,13.5
ID_50191-1032256,100931,BIO,65.0,22.28,13.5
ID_50396-1032260,200071,BIO,51.5,17.65,13.5
ID_50426-1032261,100931,BIO,9.0,3.08,13.5
ID_50630-1032262,100931,BIO,13.1,4.49,13.5
ID_50921-1032264,134461,BIO,7.5,2.57,13.5
ID_50945-1032266,133661,BIO,1.5,0.51,13.5
ID_50993-1032268,200071,BIO,7.5,2.57,13.5
ID_54761-1032273,135041,NG (Natural Gas),621.2,274.38,8.037
ID_54950-1032274,100931,NG (Natural Gas),11.0,4.86,8.037
ID_55103-1032275,133661,NG (Natural Gas),501.5,221.51,8.037
ID_55328-1032314,135041,NG (Natural Gas),689.4,304.51,8.037
ID_55544-1032315,133661,NG (Natural Gas),117.6,51.94,8.037
ID_56124-1032602,100931,BIO,42.8,14.67,13.5
ID_56192-1032603,100931,BIO,36.0,12.34,13.5
ID_56193-1032604,133661,BIO,8.5,2.91,13.5
ID_56223-1032646,100931,NG (Natural Gas),10.9,4.81,8.037
ID_56227-1032647,100931,NG (Natural Gas),483.0,213.34,8.037
ID_56461-1032765,133661,BIO,3.2,1.1,13.5
ID_56781-1033220,100931,BIO,21.0,7.2,13.5
ID_57015-1033502,135041,BIO,12.8,4.39,13.5
ID_57019-1033503,100931,BIO,4.8,1.64,13.5
ID_57457-1033733,100931,BIO,19.8,6.79,13.5
ID_57653-1034079,100931,NG (Natural Gas),6.5,2.87,8.037
ID_57911-1034087,200071,BIO,1.6,0.55,13.5
ID_58022-1034088,740011,GEO,33.0,3.62,9.54
ID_58109-1034089,100931,BIO,37.3,12.78,13.5
ID_58266-1034092,100931,NG (Natural Gas),225.6,99.65,8.037
ID_58382-1034136,135041,BIO,4.8,1.64,13.5
ID_58591-1034139,100931,BIO,1.0,0.34,13.5
ID_58687-1034140,134201,BIO,4.8,1.64,13.5
ID_59382-1034144,133661,GEO,3.7,0.41,9.54
ID_59704-1034145,100931,BIO,1.6,0.55,13.5
ID_60263-1034147,100931,BIO,1.6,0.55,13.5
ID_6106-1034148,135041,BIT (Bituminous Coal),642.2,290.02,9.75
ID_7350-1034154,134201,NG (Natural Gas),266.3,117.62,8.037
ID_7413-1034155,100931,BIO,3.2,1.1,13.5
ID_7725-1034158,100931,BIO,5.6,1.92,13.5
ID_7931-1034159,134201,NG (Natural Gas),287.0,126.77,8.037
ID_8073-1034160,100931,NG (Natural Gas),586.2,258.92,8.037
ID_8073-1034161,100931,NG (Natural Gas),24.5,10.82,8.037
ID_3456-1035815,800071,NG (Natural Gas),628.0,277.39,8.037
ID_3456-1035816,800071,NG (Natural Gas),285.0,125.88,8.037
ID_50241-1035904,800071,NG (Natural Gas),4.2,1.86,8.037
ID_54628-1035934,800071,NG (Natural Gas),19.6,8.66,8.037
ID_58562-1043928,800071,NG (Natural Gas),263.6,116.43,8.037
ID_9-1046297,800071,NG (Natural Gas),80.5,35.56,8.037
ID_10215-1046299,500071,NG (Natural Gas),1.8,0.8,8.037
ID_299-1046301,500241,GEO,44.8,4.91,9.54
ID_3648-1046304,503161,NG (Natural Gas),213.0,94.08,8.037
ID_3648-1046305,503161,NG (Natural Gas),279.1,123.28,8.037
ID_3665-1046312,503161,NG (Natural Gas),30.4,13.43,8.037
ID_3686-1046316,500071,NG (Natural Gas),10.0,4.42,8.037
ID_3686-1046317,500071,NG (Natural Gas),7.5,3.31,8.037
ID_4251-1046324,501961,NG (Natural Gas),15.9,7.02,8.037
ID_50942-1046326,503161,NG (Natural Gas),3.0,1.33,8.037
ID_50951-1046327,500071,BIT (Bituminous Coal),58.1,26.24,9.75
ID_55302-1046329,503161,BIO,1.6,0.55,13.5
ID_55622-1046330,500071,NG (Natural Gas),217.0,95.85,8.037
ID_56102-1046331,500071,NG (Natural Gas),649.0,286.66,8.037
ID_56163-1046332,500071,BIT (Bituminous Coal),100.0,45.16,9.75
ID_56163-1046333,500071,BIT (Bituminous Coal),182.0,82.19,9.75
ID_56163-1046334,500071,NG (Natural Gas),6.4,2.83,8.037
ID_56177-1046335,500071,NG (Natural Gas),140.0,61.84,8.037
ID_56237-1046336,500071,NG (Natural Gas),1385.0,611.75,8.037
ID_56253-1046337,407871,NG (Natural Gas),80.0,35.34,8.037
ID_56509-1046338,503161,NG (Natural Gas),25.0,11.04,8.037
ID_56554-1046339,500071,BIO,3.2,1.1,13.5
ID_56853-1046349,500071,BIO,4.8,1.64,13.5
ID_57353-1046515,500241,GEO,14.0,1.54,9.54
ID_57899-1046516,407871,NG (Natural Gas),10.0,4.42,8.037
ID_57899-1046517,407871,OIL,5.1,1.79,9.96
ID_58130-1046519,500241,BIO,3.2,1.1,13.5
ID_58139-1046520,501961,NG (Natural Gas),5.0,2.21,8.037
ID_58191-1046521,500071,NG (Natural Gas),48.0,21.2,8.037
ID_58570-1046522,500241,GEO,25.0,2.74,9.54
ID_58597-1046523,503161,NG (Natural Gas),7.4,3.27,8.037
ID_59660-1046533,407871,NG (Natural Gas),6.0,2.65,8.037
ID_60349-1046539,503161,BIO,2.3,0.79,13.5
ID_6165-1046540,500071,BIT (Bituminous Coal),1577.2,712.26,9.75
ID_6481-1046543,500241,BIT (Bituminous Coal),1640.0,740.62,9.75
ID_7028-1046546,500071,NG (Natural Gas),26.0,11.48,8.037
ID_7080-1046548,407871,OIL,14.0,4.92,9.96
ID_7111-1046549,500071,NG (Natural Gas),14.1,6.23,8.037
ID_7408-1046551,500071,NG (Natural Gas),9.7,4.28,8.037
ID_7767-1046553,407871,OIL,10.2,3.58,9.96
ID_7790-1046554,503161,BIT (Bituminous Coal),499.5,225.57,9.75
ID_8010-1046555,500071,NG (Natural Gas),42.0,18.55,8.037
ID_8069-1046556,500241,BIT (Bituminous Coal),1037.3,468.44,9.75
ID_3845-1046822,102281,BIT (Bituminous Coal),1459.8,659.25,9.75
ID_3853-1046826,102281,OIL,2.7,0.95,9.96
ID_50185-1046853,100221,BIO,15.0,5.14,13.5
ID_50187-1046854,100331,BIO,59.4,20.36,13.5
ID_50231-1046856,135041,BIO,10.0,3.43,13.5
ID_50329-1046857,102281,BIO,4.6,1.58,13.5
ID_50886-1046865,106771,BIO,26.0,8.91,13.5
ID_54268-1046867,102281,NG (Natural Gas),139.8,61.75,8.037
ID_54476-1046869,102281,NG (Natural Gas),125.5,55.43,8.037
ID_54537-1046870,102281,NG (Natural Gas),285.5,126.11,8.037
ID_54562-1046871,100331,BIO,55.0,18.85,13.5
ID_54809-1046872,102281,NG (Natural Gas),5.0,2.21,8.037
ID_54809-1046873,102281,OIL,10.0,3.51,9.96
ID_550-1046875,110161,BIO,50.7,17.37,13.5
ID_550-1046876,110161,NG (Natural Gas),7.2,3.18,8.037
ID_55482-1046877,135041,NG (Natural Gas),284.3,125.58,8.037
ID_55662-1047145,102281,NG (Natural Gas),698.0,308.31,8.037
ID_55700-1047146,100931,NG (Natural Gas),319.0,140.9,8.037
ID_55818-1047147,102281,NG (Natural Gas),318.3,140.59,8.037
ID_55882-1047148,100221,BIO,18.0,6.17,13.5
ID_56016-1047149,134461,NG (Natural Gas),2.2,0.97,8.037
ID_56016-1047150,134461,OIL,1.8,0.63,9.96
ID_56017-1047151,106001,NG (Natural Gas),45.6,20.14,8.037
ID_56406-1047522,102281,BIO,28.0,9.6,13.5
ID_56932-1047891,134461,OIL,1.0,0.35,9.96
ID_57099-1047892,102281,BIO,64.0,21.93,13.5
ID_57298-1048259,102281,BIO,5.4,1.85,13.5
ID_57759-1048436,100931,BIO,61.5,21.08,13.5
ID_57969-1048438,102281,BIO,4.5,1.54,13.5
ID_58352-1048439,102281,BIO,20.0,6.85,13.5
ID_58688-1048561,102281,BIO,4.5,1.54,13.5
ID_607-1048563,102281,NG (Natural Gas),376.0,166.08,8.037
ID_6120-1048564,102281,NG (Natural Gas),169.2,74.74,8.037
ID_6210-1048569,106771,NG (Natural Gas),61.8,27.3,8.037
ID_7605-1048585,100931,NG (Natural Gas),248.0,109.54,8.037
ID_7832-1048586,100931,BIO,26.0,8.91,13.5
ID_7832-1048587,100931,BIO,10.5,3.6,13.5
ID_7870-1048589,102281,NG (Natural Gas),176.4,77.92,8.037
ID_7999-1048653,102281,NG (Natural Gas),650.0,287.1,8.037
ID_8022-1048654,106771,NG (Natural Gas),24.6,10.87,8.037
ID_99-1048659,102281,NG (Natural Gas),177.8,78.53,8.037
ID_2196-1049594,700001,OIL,2.0,0.7,9.96
ID_4158-1049595,700631,BIT (Bituminous Coal),922.2,416.47,9.75
ID_4162-1049596,501961,BIT (Bituminous Coal),832.0,375.73,9.75
ID_52127-1049604,770011,NG (Natural Gas),2.0,0.88,8.037
ID_54318-1049605,503161,BIT (Bituminous Coal),30.0,13.55,9.75
ID_54374-1049606,700631,NG (Natural Gas),3.9,1.72,8.037
ID_54374-1049607,700631,NG (Natural Gas),1.7,0.75,8.037
ID_54374-1049608,700631,OIL,1.1,0.39,9.96
ID_55278-1049609,701551,NG (Natural Gas),5.0,2.21,8.037
ID_55477-1049610,700631,NG (Natural Gas),40.0,17.67,8.037
ID_55479-1049611,700631,BIT (Bituminous Coal),90.0,40.64,9.75
ID_56312-1049746,503161,NG (Natural Gas),108.0,47.7,8.037
ID_56319-1049747,700631,BIT (Bituminous Coal),95.0,42.9,9.75
ID_56596-1049748,700631,BIT (Bituminous Coal),116.0,52.39,9.75
ID_56609-1049749,700631,BIT (Bituminous Coal),483.7,218.44,9.75
ID_57703-1050343,601941,NG (Natural Gas),100.0,44.17,8.037
ID_57703-1050344,601941,NG (Natural Gas),40.0,17.67,8.037
ID_57915-1050345,503161,BIT (Bituminous Coal),41.0,18.52,9.75
ID_57967-1050346,601941,NG (Natural Gas),2.0,0.88,8.037
ID_60130-1050347,701551,NG (Natural Gas),8.0,3.53,8.037
ID_6101-1050348,700631,BIT (Bituminous Coal),402.3,181.68,9.75
ID_6204-1050349,601941,BIT (Bituminous Coal),1710.0,772.24,9.75
ID_7039-1050364,700161,OIL,2.7,0.95,9.96
ID_7504-1050366,700631,BIT (Bituminous Coal),90.0,40.64,9.75
ID_7504-1050367,700631,NG (Natural Gas),40.0,17.67,8.037
ID_8026-1050369,700631,NG (Natural Gas),22.5,9.94,8.037
ID_8028-1050370,700631,NG (Natural Gas),22.5,9.94,8.037
ID_8030-1050371,700631,NG (Natural Gas),22.5,9.94,8.037
ID_8066-1050372,701551,BIT (Bituminous Coal),2441.9,1102.76,9.75
ID_6008-10388,408441,NUC (Nuclear),4209.6,4209.6,0.0
ID_6099-105883,261331,NUC (Nuclear),2323.0,2323.0,0.0
ID_371-1046821,135041,NUC (Nuclear),1200.0,1200.0,0.0
